customer_id,event_date,amount,event_type
3620-EHIMZ,2021-08-25,19.35,transaction
3213-VVOLG,2025-12-02,25.35,login
6870-ECSHE,2025-10-03,20.45,support_contact
8747-UDCOI,2020-07-31,19.35,balance_check
8374-XGEJJ,2022-05-22,101.0,support_contact
2656-TABEH,2025-08-04,100.2,support_contact
6946-LMSQS,2023-11-13,89.05,mobile_deposit
4626-OZDTJ,2021-09-24,78.65,transfer
9169-BSVIN,2024-12-07,74.75,login
2325-ZUSFD,2021-03-28,70.1,mobile_deposit
8194-PEEBY,2023-12-13,19.9,mobile_deposit
6872-HXFNF,2020-08-30,58.35,balance_check
3932-CMDTD,2025-08-04,105.65,bill_pay
7714-YXSMB,2023-10-14,100.5,balance_check
8387-UGUSU,2024-09-08,20.05,bill_pay
1080-BWSYE,2020-08-30,25.65,bill_pay
4039-HEUNW,2022-12-18,96.5,login
1194-HVAIF,2023-09-14,95.0,support_contact
0812-WUPTB,2025-11-02,70.85,login
3594-UVONA,2023-01-17,85.95,transfer
0004-TLHLJ,2025-08-04,73.9,bill_pay
1767-TGTKO,2025-04-06,45.45,mobile_deposit
8439-LTUGF,2025-02-05,20.0,support_contact
8805-JNRAZ,2025-10-03,49.2,transaction
5089-IFSDP,2021-02-26,109.45,transfer
6418-HNFED,2021-09-24,83.25,login
0206-OYVOC,2022-02-21,19.25,balance_check
7291-CDTMJ,2025-11-02,19.65,transfer
7128-GGCNO,2022-02-21,72.8,transfer
0237-YFUTL,2021-10-24,109.65,support_contact
7691-KGKGP,2021-07-26,65.0,transfer
6710-HSJRD,2020-11-28,114.1,transfer
3675-EQOZA,2025-07-05,20.65,transaction
0840-DCNZE,2022-01-22,86.95,balance_check
1732-FEKLD,2021-06-26,94.75,balance_check
9862-KJTYK,2024-05-11,25.35,balance_check
0479-HMSWA,2023-10-14,105.45,bill_pay
5854-KSRBJ,2020-03-03,25.4,mobile_deposit
0365-BZUWY,2024-07-10,102.55,balance_check
4817-VYYWS,2023-06-16,100.2,transfer
5701-SVCWR,2025-11-02,24.0,transfer
3129-AAQOU,2024-05-11,25.6,balance_check
4922-CVPDX,2023-10-14,73.5,support_contact
1396-QWFBJ,2024-03-12,74.05,balance_check
1357-BIJKI,2021-10-24,98.25,transfer
1099-BTKWT,2020-05-02,54.4,bill_pay
5299-SJCZT,2025-09-03,101.55,login
2018-PZKMU,2025-03-07,103.1,login
7340-KEFQE,2021-09-24,34.2,balance_check
4570-QHXHL,2025-03-07,43.75,transaction
2403-BCASL,2022-07-21,111.95,balance_check
7392-YYPYJ,2024-02-11,100.65,support_contact
2898-LSJGD,2024-03-12,55.95,balance_check
2223-GDSHL,2020-02-02,116.05,login
7359-PTSXY,2025-11-02,45.75,transfer
9470-RTWDV,2023-10-14,82.0,balance_check
2176-OSJUV,2020-02-02,65.15,transfer
9348-YVOMK,2025-08-04,44.8,transfer
8104-OSKWT,2024-12-07,79.8,transaction
4521-YEEHE,2024-06-10,88.85,transfer
4090-KPJIP,2025-09-03,74.95,login
3786-WOVKF,2020-01-03,106.85,bill_pay
4503-BDXBD,2025-01-06,74.95,bill_pay
6086-ESGRL,2025-11-02,80.15,mobile_deposit
2592-HODOV,2024-11-07,19.3,support_contact
3886-CERTZ,2020-01-03,109.25,balance_check
7995-ZHHNZ,2022-06-21,56.1,support_contact
3824-RHKVR,2024-07-10,19.7,login
5816-SCGFC,2025-05-06,51.3,transfer
5989-AXPUC,2020-05-02,118.6,bill_pay
4979-HPRFL,2021-04-27,24.15,support_contact
8590-OHDIW,2022-10-19,20.3,login
8015-IHCGW,2020-01-03,115.5,bill_pay
2332-TODQS,2021-12-23,25.05,transfer
9278-VZKCD,2021-08-25,109.1,support_contact
8008-OTEZX,2023-01-17,19.65,bill_pay
2773-OVBPK,2020-06-01,111.3,balance_check
5999-LCXAO,2025-11-02,29.9,balance_check
5206-XZZQI,2021-07-26,80.6,mobile_deposit
4803-LBYPN,2023-02-16,20.8,mobile_deposit
5759-RCVCB,2025-09-03,35.2,bill_pay
6372-RFVNS,2025-11-02,78.8,login
2139-FQHLM,2024-05-11,89.95,balance_check
8261-GWDBQ,2020-12-28,116.05,login
1093-YSWCA,2025-01-06,19.55,login
8938-UMKPI,2022-01-22,106.4,bill_pay
0991-BRRFB,2024-06-10,49.4,login
3882-IYOIJ,2020-12-28,115.25,balance_check
8749-TZYEC,2020-01-03,24.8,transfer
1755-FZQEC,2022-09-19,19.9,mobile_deposit
3115-JPJDD,2021-01-27,81.25,transfer
5600-KTXFM,2025-10-03,69.95,login
3871-IKPYH,2025-11-02,69.1,transfer
6319-IEJWJ,2024-04-11,90.2,balance_check
9025-AOMKI,2025-06-05,93.55,balance_check
6339-TBELP,2020-02-02,86.4,login
7964-YESJC,2023-12-13,66.3,bill_pay
6173-GOLSU,2020-06-01,94.65,transfer
5275-SQEIZ,2025-11-02,80.85,bill_pay
7716-YTYHG,2021-12-23,82.05,bill_pay
9938-ZREHM,2022-11-18,72.1,transaction
7950-XWOVN,2025-01-06,34.7,login
4390-KYULV,2025-09-03,20.55,mobile_deposit
4647-MUZON,2024-06-10,95.95,balance_check
9702-AIUJO,2021-10-24,44.8,balance_check
8849-PRIQJ,2020-06-01,109.4,login
8851-RAGOV,2023-11-13,71.05,support_contact
1304-NECVQ,2025-10-03,78.55,support_contact
5396-IZEPB,2025-03-07,19.7,support_contact
1729-VLAZJ,2025-02-05,40.25,mobile_deposit
8285-ABVLB,2020-03-03,19.85,balance_check
0701-TJSEF,2025-03-07,68.25,login
5712-VBOXD,2025-08-04,20.15,balance_check
6629-LADHQ,2025-10-03,50.95,bill_pay
8945-GRKHX,2025-11-02,78.65,transfer
1559-DTODC,2024-05-11,25.15,transfer
4797-MIWUM,2025-05-06,20.25,balance_check
6959-UWKHF,2025-11-02,42.9,transaction
8720-RQSBJ,2025-11-02,44.0,mobile_deposit
4537-CIBHB,2025-03-07,20.25,support_contact
3815-SLMEF,2025-09-03,34.25,mobile_deposit
5154-VEKBL,2025-03-07,58.5,mobile_deposit
4324-AHJKS,2025-07-05,55.8,bill_pay
4355-CVPVS,2021-04-27,88.9,mobile_deposit
4495-LHSSK,2024-06-10,57.65,transfer
5655-JSMZM,2021-11-23,96.2,bill_pay
5915-ANOEI,2020-03-03,79.15,login
9861-PDSZP,2020-01-03,108.05,mobile_deposit
4505-EXZHB,2025-06-05,74.4,mobile_deposit
7225-CBZPL,2024-07-10,94.8,login
6704-UTUKK,2023-07-16,45.9,mobile_deposit
4587-VVTOX,2025-06-05,105.3,login
2019-HDCZY,2020-09-29,102.6,bill_pay
4652-NNHNY,2024-08-09,73.85,transfer
8788-DOXSU,2021-01-27,61.35,login
7404-JLKQG,2025-09-03,57.55,transaction
7421-ZLUPA,2025-04-06,29.25,login
8972-HJWNV,2025-05-06,84.55,mobile_deposit
3274-NSDWE,2020-05-02,19.6,support_contact
2632-IVXVF,2020-05-02,111.75,support_contact
3692-JHONH,2021-08-25,106.5,bill_pay
8915-NNTRC,2020-01-03,107.7,balance_check
5914-GXMDA,2023-04-17,19.3,bill_pay
7463-IFMQU,2020-01-03,20.05,balance_check
2920-RNCEZ,2025-11-02,69.95,support_contact
2541-YGPKE,2022-06-21,63.7,support_contact
8515-OCTJS,2023-11-13,24.75,login
5382-TEMLV,2022-03-23,50.9,transfer
3441-CGZJH,2022-05-22,60.4,transaction
9592-ERDKV,2022-11-18,79.25,bill_pay
2860-RANUS,2024-04-11,85.8,mobile_deposit
5261-QSHQM,2025-08-04,24.45,balance_check
4778-IZARL,2020-09-29,110.1,mobile_deposit
0432-CAJZV,2025-09-03,90.7,transfer
7008-LZVOZ,2020-07-01,25.3,balance_check
8868-WOZGU,2023-08-15,105.7,bill_pay
1200-TUZHR,2025-04-06,85.2,login
9365-CSLBQ,2020-02-02,24.35,mobile_deposit
1334-FJSVR,2025-11-02,24.25,transfer
5884-FBCTL,2020-01-03,25.1,bill_pay
7130-CTCUS,2024-08-09,54.55,support_contact
6242-FEGFD,2020-07-01,96.6,support_contact
7625-XCQRH,2025-01-06,76.5,bill_pay
6194-HBGQN,2021-09-24,81.15,bill_pay
7634-WSWDB,2025-04-06,38.5,bill_pay
6986-IXNDM,2024-10-08,92.9,balance_check
1731-TVIUK,2025-08-04,93.5,bill_pay
2987-BJXIK,2020-03-03,84.7,mobile_deposit
9769-TSBZE,2020-03-03,66.0,transfer
0406-BPDVR,2021-06-26,101.5,balance_check
0618-XWMSS,2023-08-15,74.9,bill_pay
1395-WSWXR,2023-12-13,20.75,transaction
6023-GSSXW,2020-04-02,61.45,transaction
6752-APNJL,2022-06-21,54.5,transfer
5276-KQWHG,2025-10-03,69.6,support_contact
0420-HLGXF,2022-09-19,99.75,login
7446-KQISO,2022-03-23,109.75,login
9823-EALYC,2020-01-03,80.85,support_contact
0582-AVCLN,2022-10-19,20.3,balance_check
5803-NQJZO,2020-01-03,67.8,balance_check
2565-JSLRY,2025-11-02,24.05,balance_check
2607-DHDAK,2020-01-03,19.8,login
1073-XXCZD,2021-05-27,25.7,transaction
0743-HRVFF,2021-09-24,56.15,login
4006-HKYHO,2020-09-29,86.7,mobile_deposit
3727-JEZTU,2025-11-02,20.4,bill_pay
8143-ETQTI,2024-01-12,19.65,balance_check
6689-KXGBO,2025-11-02,50.55,transaction
9667-TKTVZ,2025-10-03,54.35,transfer
3657-COGMW,2021-08-25,108.1,transfer
8570-KLJYJ,2022-12-18,54.45,bill_pay
7754-IXRMC,2025-11-02,45.35,transaction
9473-CBZOP,2023-08-15,59.0,login
2969-WGHQO,2025-05-06,69.45,login
6615-NGGZJ,2024-10-08,100.55,mobile_deposit
4334-HOWRP,2020-01-03,64.95,mobile_deposit
4255-DDUOU,2025-11-02,20.5,login
5863-OOKCL,2025-02-05,18.85,transfer
1686-STUHN,2022-06-21,19.8,balance_check
1329-VHWNP,2025-05-06,25.05,transfer
2984-MIIZL,2025-08-04,74.8,mobile_deposit
0266-GMEAO,2020-01-03,114.3,bill_pay
5590-YRFJT,2024-04-11,24.45,login
5574-NXZIU,2020-09-29,109.2,mobile_deposit
0019-GFNTW,2021-04-27,45.05,mobile_deposit
4256-ZWTZI,2025-07-05,51.0,balance_check
8309-PPCED,2020-01-03,110.45,login
4098-NAUKP,2020-05-02,84.65,balance_check
5196-WPYOW,2020-06-01,60.05,login
4608-LCIMN,2025-04-06,44.65,balance_check
1485-YDHMM,2021-08-25,93.25,transfer
4054-CUMIA,2024-06-10,20.25,bill_pay
0603-TPMIB,2021-01-27,25.45,bill_pay
2525-GVKQU,2020-12-28,20.6,login
8161-QYMTT,2025-05-06,94.1,transaction
9581-GVBXT,2021-01-27,34.8,support_contact
5862-BRIXZ,2022-02-21,60.75,mobile_deposit
5404-GGUKR,2025-07-05,51.35,mobile_deposit
3308-JSGML,2021-01-27,64.05,login
2126-GSEGL,2020-03-03,84.8,balance_check
3677-TNKIO,2024-10-08,71.0,transaction
0440-QEXBZ,2022-04-22,50.15,transfer
2434-EEVDB,2020-08-30,94.6,balance_check
6762-QVYJO,2021-02-26,59.75,balance_check
6199-IWKGC,2022-02-21,100.25,login
2675-DHUTR,2021-02-26,98.9,login
8152-VETUR,2020-01-03,97.7,mobile_deposit
9667-EQRXU,2023-06-16,40.3,login
7446-YPODE,2025-01-06,60.25,login
9522-BNTHX,2023-02-16,56.25,login
4676-WLUHT,2021-06-26,46.2,mobile_deposit
3329-WDIOK,2025-09-03,50.6,transfer
7980-MHFLQ,2020-01-03,24.9,transfer
2873-ZLIWT,2022-08-20,84.85,support_contact
3415-TAILE,2025-10-03,65.7,support_contact
0757-WCUUZ,2021-06-26,63.35,login
1629-DQQVB,2024-10-08,50.1,support_contact
1915-IOFGU,2025-11-02,70.5,mobile_deposit
3045-XETSH,2025-02-05,94.85,transfer
0374-AACSZ,2025-11-02,50.15,balance_check
7239-HZZCX,2025-11-02,19.75,transfer
4872-VXRIL,2021-04-27,64.65,transfer
9140-CZQZZ,2020-05-02,79.6,mobile_deposit
3423-HHXAO,2024-10-08,19.5,support_contact
9938-TKDGL,2020-05-02,99.55,balance_check
0531-ZZJWQ,2021-05-27,74.0,mobile_deposit
6537-QLGEX,2024-08-09,38.9,login
2688-BHGOG,2025-03-07,79.55,bill_pay
7683-CBDKJ,2024-10-08,65.45,transfer
0946-CLJTI,2021-02-26,98.7,bill_pay
3160-TYXLT,2021-07-26,46.3,mobile_deposit
1325-USMEC,2020-03-03,99.35,mobile_deposit
0916-QOFDP,2024-10-08,95.8,mobile_deposit
0628-CNQRM,2024-02-11,67.5,bill_pay
5606-AMZBO,2025-02-05,78.15,mobile_deposit
6199-IPCAO,2023-07-16,26.1,login
7665-TOALD,2025-11-02,69.6,mobile_deposit
0112-QWPNC,2021-11-23,84.35,transaction
0324-BRPCJ,2020-05-02,100.2,support_contact
2777-PHDEI,2025-11-02,78.05,bill_pay
5640-CAXOA,2023-06-16,40.35,transaction
2235-EZAIK,2020-01-03,79.2,mobile_deposit
3847-BAERP,2025-02-05,20.9,login
1196-AMORA,2025-05-06,73.6,transfer
4282-YMKNA,2025-03-07,74.75,balance_check
1453-RZFON,2025-11-02,49.9,support_contact
8263-OKETD,2024-04-11,68.9,balance_check
0670-KDOMA,2025-11-02,20.25,mobile_deposit
2476-YGEFM,2023-07-16,76.0,support_contact
8687-BAFGU,2025-11-02,74.0,support_contact
0641-EVBOJ,2025-09-03,82.3,login
0829-XXPLX,2024-04-11,89.4,support_contact
9974-JFBHQ,2020-08-30,99.15,bill_pay
5356-RHIPP,2025-11-02,20.2,transaction
6624-JDRDS,2025-06-05,29.45,transaction
0608-JDVEC,2021-10-24,19.8,transaction
9780-FKVVF,2025-06-05,59.15,bill_pay
1919-RTPQD,2025-05-06,44.75,balance_check
5214-NLTIT,2020-01-03,90.8,login
3345-PBBFH,2025-04-06,49.55,support_contact
5055-BRMNE,2020-06-01,106.7,bill_pay
9189-JWSHV,2023-12-13,93.55,transaction
2190-PHBHR,2020-01-03,94.45,mobile_deposit
2650-GYRYL,2023-03-18,19.45,transfer
0746-JTRFU,2025-10-03,25.05,support_contact
5208-FVQKB,2020-03-03,67.95,bill_pay
7184-LRUUR,2024-02-11,65.25,bill_pay
6627-CFOSN,2021-01-27,99.45,login
3982-JGSFD,2022-12-18,20.35,login
1574-DYCWE,2021-09-24,19.95,bill_pay
7247-XOZPB,2021-07-26,77.4,transaction
2466-FCCPT,2024-04-11,19.7,transfer
6211-WWLTF,2020-09-29,99.7,support_contact
4826-TZEVA,2022-08-20,74.8,login
6016-NXBNJ,2023-01-17,19.15,support_contact
9138-EFSMO,2023-10-14,78.95,transaction
0576-WNXXC,2023-09-14,95.55,support_contact
4632-XJMEX,2021-07-26,62.85,mobile_deposit
8910-LEDAG,2023-02-16,71.55,login
3452-GWUIN,2024-05-11,94.95,transaction
2716-GFZOR,2022-05-22,86.1,transaction
3724-UCSHY,2025-06-05,19.55,transfer
8626-XHBIE,2021-04-27,24.8,transfer
4628-CTTLA,2021-03-28,39.3,mobile_deposit
3192-LNKRK,2023-02-16,84.05,transaction
4439-YRNVD,2025-02-05,36.25,balance_check
2876-VBBBL,2025-11-02,20.25,transaction
6834-NXDCA,2024-11-07,23.9,transfer
2208-UGTGR,2021-04-27,98.6,balance_check
3005-TYFRD,2021-05-27,103.65,login
8670-MEFCP,2022-12-18,92.9,login
3079-BCHLN,2022-01-22,19.9,support_contact
7777-UNYHB,2024-12-07,20.1,bill_pay
5597-GLBUC,2025-11-02,85.45,transfer
7278-CKDNC,2023-12-13,80.5,bill_pay
2748-MYRVK,2020-09-29,99.9,balance_check
8450-UYIBU,2023-01-17,39.85,transfer
2969-VAPYH,2020-06-01,60.5,mobile_deposit
4822-YCXMX,2023-11-13,84.8,transaction
7181-OQCUT,2024-03-12,103.85,mobile_deposit
8474-UMLNT,2024-11-07,67.8,balance_check
9821-POOTN,2023-01-17,75.2,transfer
3836-FZSDJ,2020-02-02,24.85,balance_check
9142-XMYJH,2023-07-16,19.35,transaction
6559-ILWKJ,2020-02-02,49.35,login
0187-QSXOE,2025-05-06,89.0,login
7733-UDMTP,2021-03-28,55.0,balance_check
2649-HWLYB,2020-07-31,76.15,bill_pay
5214-CHIWJ,2023-09-14,20.3,transfer
4229-CZMLL,2025-06-05,74.9,transfer
6904-JLBGY,2020-01-03,117.35,login
2465-BLLEU,2025-11-02,19.75,support_contact
1685-VAYJF,2025-01-06,45.2,mobile_deposit
8874-EJNSR,2022-09-19,25.2,support_contact
6917-YACBP,2021-01-27,89.75,transaction
5049-MUBWG,2023-10-14,75.0,mobile_deposit
4223-WOZCM,2025-10-03,49.95,mobile_deposit
0769-MURVM,2020-01-03,65.7,balance_check
9253-VIFJQ,2020-07-31,67.05,login
7030-FZTFM,2020-01-03,110.9,support_contact
9741-YLNTD,2025-06-05,87.95,support_contact
5917-RYRMG,2023-04-17,19.8,login
5120-ZBLAI,2021-10-24,75.7,support_contact
1194-BHJYC,2020-11-28,62.15,login
3663-MITLP,2024-09-08,101.25,balance_check
0906-QVPMS,2020-01-03,115.15,bill_pay
9025-ZRPVR,2025-03-07,18.95,mobile_deposit
1905-OEILC,2025-11-02,19.5,balance_check
7858-GTZSP,2024-12-07,86.55,transfer
3285-UCQVC,2022-11-18,28.6,transaction
6248-BSHKG,2020-11-28,20.4,bill_pay
4685-TFLLS,2024-06-10,19.8,transfer
3470-BTGQO,2024-03-12,45.65,mobile_deposit
1209-VFFOC,2020-05-02,56.4,support_contact
8224-DWCKX,2024-12-07,73.3,login
5482-PLVPE,2025-10-03,24.35,mobile_deposit
4553-DVPZG,2020-10-29,101.35,balance_check
4902-OHLSK,2023-07-16,98.65,transaction
6917-IAYHD,2025-11-02,33.6,balance_check
0495-ZBNGW,2025-07-05,79.9,bill_pay
8620-RJPZN,2025-11-02,20.7,bill_pay
7572-KPVKK,2020-10-29,104.05,transaction
2642-MAWLJ,2022-12-18,20.25,transfer
2357-COQEK,2023-08-15,103.3,transfer
7103-ZGVNT,2020-04-02,73.7,bill_pay
3737-GCSPV,2025-01-06,96.2,bill_pay
2027-WKXMW,2020-09-29,108.75,support_contact
7137-NAXML,2024-01-12,20.15,login
2428-ZMCTB,2025-02-05,19.75,support_contact
2961-VNFKL,2020-02-02,25.95,support_contact
1768-HNVGJ,2022-03-23,70.05,transfer
6963-KQYQB,2020-03-03,24.05,transaction
5934-RMPOV,2024-02-11,84.75,transfer
1207-BLKSA,2021-08-25,23.05,login
4088-YLDSU,2021-05-27,104.15,balance_check
8316-BBQAY,2020-07-31,59.95,bill_pay
1166-PQLGG,2020-01-03,19.55,bill_pay
3146-JTQHR,2025-02-05,19.6,login
4291-YZODP,2025-05-06,20.05,support_contact
4395-PZMSN,2025-07-05,85.55,transaction
6427-FEFIG,2023-12-13,78.6,bill_pay
0017-IUDMW,2020-01-03,116.8,mobile_deposit
8706-HRADD,2024-03-12,43.55,support_contact
9955-QOPOY,2020-04-02,60.8,bill_pay
4385-ZKVNW,2022-04-22,54.9,mobile_deposit
5446-DKWYW,2020-11-28,65.2,login
2034-CGRHZ,2023-12-13,102.95,login
5797-APWZC,2025-11-02,90.6,support_contact
3683-QKIUE,2025-06-05,50.8,bill_pay
4228-ZGYUW,2025-08-04,90.05,transfer
9031-ZVQPT,2020-01-03,108.2,mobile_deposit
2990-IAJSV,2020-01-03,92.0,transaction
8107-KNCIM,2024-10-08,75.1,bill_pay
9027-YFHQJ,2025-05-06,25.05,transaction
5176-LDKUH,2021-12-23,75.15,bill_pay
4644-OBGFZ,2021-05-27,19.5,transfer
7926-IJOOU,2025-11-02,19.3,transfer
6480-YAGIY,2022-03-23,112.2,support_contact
4029-HPFVY,2025-09-03,70.3,support_contact
7602-DBTOU,2020-02-02,19.6,transfer
5345-BMKWB,2025-04-06,20.25,balance_check
3519-ZKXGG,2025-09-03,75.85,transfer
5457-COLHT,2020-04-02,80.65,login
6416-TVAIH,2025-11-02,68.5,login
5451-YHYPW,2020-01-03,115.75,balance_check
5108-ADXWO,2025-01-06,73.5,mobile_deposit
7998-WNZEM,2020-02-02,80.6,transaction
3066-RRJIO,2025-11-02,69.95,bill_pay
4664-NJCMS,2023-03-18,59.55,bill_pay
0307-BCOPK,2024-08-09,19.05,balance_check
7629-WFGLW,2021-04-27,95.65,login
2542-HYGIQ,2025-11-02,19.95,support_contact
6715-OFDBP,2025-07-05,70.05,bill_pay
5016-LIPDW,2021-03-28,19.4,login
6481-LXPWL,2021-04-27,36.1,mobile_deposit
1567-DSCIC,2025-04-06,94.0,transaction
2150-UWTFY,2024-02-11,61.15,mobile_deposit
6124-ACRHJ,2025-11-02,19.75,balance_check
9362-MWODR,2022-08-20,64.1,transfer
9975-GPKZU,2022-02-21,19.75,transfer
9625-RZFUK,2020-09-29,19.7,transfer
5153-LXKDT,2020-05-02,110.2,mobile_deposit
5161-UBZXI,2020-04-02,106.35,bill_pay
1020-JPQOW,2021-04-27,90.55,transaction
7919-ZODZZ,2025-02-05,65.9,transfer
0565-JUPYD,2020-09-29,104.5,balance_check
6867-ACCZI,2023-12-13,52.5,balance_check
5939-XAIXZ,2024-05-11,56.1,transfer
9054-FOWNV,2024-02-11,88.75,transfer
2683-BPJSO,2023-07-16,84.45,transaction
2157-MXBJS,2024-11-07,75.3,transfer
8207-VVMYB,2020-03-03,26.0,transaction
9732-EQMWY,2021-11-23,99.4,balance_check
9360-AHGNL,2022-05-22,109.55,transfer
1087-UDSIH,2025-09-03,19.6,mobile_deposit
5269-NRGDP,2022-06-21,73.15,support_contact
6195-MELTI,2021-03-28,54.65,mobile_deposit
5485-WUYWF,2025-10-03,66.4,balance_check
2121-JAFOM,2020-01-03,115.55,transaction
8818-DOPVL,2022-02-21,104.45,mobile_deposit
2632-UCGVD,2020-07-01,100.05,transaction
5445-PZWGX,2020-10-29,102.0,mobile_deposit
1227-UDMZR,2020-01-03,91.15,mobile_deposit
5198-HQAEN,2023-01-17,89.7,transaction
9170-CCKOU,2024-07-10,90.2,bill_pay
2167-FQSTQ,2020-01-03,92.4,mobile_deposit
2819-GWENI,2023-08-15,19.9,transfer
1043-YCUTE,2021-04-27,25.15,support_contact
3814-MLAXC,2023-05-17,79.85,balance_check
3572-UUHRS,2022-03-23,18.85,bill_pay
2692-PFYTJ,2025-11-02,25.75,transaction
1226-UDFZR,2025-10-03,49.6,bill_pay
5955-EPOAZ,2025-06-05,20.95,login
6821-JPCDC,2021-12-23,97.05,login
8815-LMFLX,2023-11-13,25.4,mobile_deposit
9135-HSWOC,2020-08-30,19.7,mobile_deposit
8582-KRHPJ,2021-10-24,35.0,transfer
5811-IWXYM,2021-08-25,101.25,support_contact
7044-YAACC,2025-08-04,70.2,balance_check
8189-XRIKE,2023-04-17,90.95,bill_pay
1506-YJTYT,2022-03-23,73.85,login
4123-DVHPH,2025-03-07,88.05,mobile_deposit
6425-YQLLO,2020-07-01,105.95,balance_check
5442-UTCVD,2025-09-03,91.85,bill_pay
2228-BZDEE,2021-06-26,20.1,mobile_deposit
7734-DBOAI,2025-11-02,40.1,mobile_deposit
2789-CZANW,2020-08-30,110.3,login
2091-RFFBA,2023-05-17,73.9,login
2114-MGINA,2024-10-08,89.8,mobile_deposit
7596-LDUXP,2024-12-07,85.15,transaction
3740-RLMVT,2020-06-01,60.95,mobile_deposit
4489-SNOJF,2023-01-17,72.25,balance_check
2192-OZITF,2022-03-23,73.55,mobile_deposit
5651-CPDND,2025-02-05,46.0,transfer
2186-QZEYA,2023-07-16,58.55,support_contact
1131-ALZWV,2023-12-13,24.6,transfer
7729-XBTWX,2020-07-01,19.75,transfer
9134-WYRVP,2021-09-24,86.35,transaction
3284-SVCRO,2022-03-23,25.5,transaction
9732-OUYRN,2021-11-23,19.0,mobile_deposit
0559-CKHUS,2023-07-16,19.55,transfer
2931-SVLTV,2022-08-20,110.1,transaction
6899-PPEEA,2022-11-18,96.55,login
7504-UWHNB,2023-11-13,69.75,mobile_deposit
2582-FFFZR,2024-02-11,50.6,balance_check
8908-NMQTX,2020-01-03,65.6,support_contact
2187-LZGPL,2025-05-06,40.1,bill_pay
1431-AIDJQ,2023-03-18,82.1,mobile_deposit
6288-LBEAR,2024-01-12,79.1,bill_pay
4597-NUCQV,2023-12-13,101.25,transfer
9019-QVLZD,2025-11-02,79.55,support_contact
8413-YNHNV,2020-04-02,90.65,bill_pay
5808-TOTXO,2025-09-03,20.55,transfer
4369-NYSCF,2021-04-27,75.75,login
6333-YDVLT,2020-07-31,110.0,bill_pay
5324-KTGCG,2020-02-02,20.85,support_contact
5599-HVLTW,2024-10-08,80.35,mobile_deposit
7394-LWLYN,2025-10-03,70.15,transfer
3707-LRWZD,2023-04-17,84.05,mobile_deposit
6873-UDNLD,2022-08-20,67.45,support_contact
2700-LUEVA,2025-11-02,20.75,transaction
1455-ESIQH,2025-11-02,89.1,transfer
0958-YHXGP,2025-05-06,69.9,bill_pay
1101-SSWAG,2024-09-08,51.1,transfer
2979-SXESE,2024-07-10,94.4,mobile_deposit
4013-TLDHQ,2024-05-11,78.25,login
5743-KHMNA,2020-02-02,25.55,transfer
4194-FJARJ,2021-06-26,60.0,bill_pay
5325-UWTWJ,2023-05-17,90.55,transaction
3969-GYXEL,2025-01-06,76.4,balance_check
9208-OLGAQ,2024-06-10,84.95,login
3244-CQPHU,2020-01-03,110.1,transaction
2674-MLXMN,2020-02-02,99.65,transfer
9708-HPXWZ,2025-07-05,45.4,mobile_deposit
6992-TKNYO,2022-10-19,69.0,support_contact
4468-YDOVK,2025-07-05,48.65,mobile_deposit
3754-DXMRT,2025-10-03,44.15,bill_pay
5792-JALQC,2021-08-25,59.85,mobile_deposit
7130-VTEWQ,2025-04-06,75.75,login
2200-DSAAL,2020-05-02,80.65,mobile_deposit
4302-ZYFEL,2020-04-02,20.55,bill_pay
9351-LZYGF,2022-06-21,66.4,balance_check
4366-CTOUZ,2021-10-24,100.2,transfer
6121-VZNQB,2025-11-02,19.1,support_contact
7903-CMPEY,2025-11-02,80.3,transfer
1518-OMDIK,2023-03-18,44.55,mobile_deposit
6671-NGWON,2025-05-06,20.35,transaction
0595-ITUDF,2020-08-30,91.8,transfer
6996-KNSML,2025-11-02,74.9,balance_check
1955-IBMMB,2021-01-27,20.2,mobile_deposit
0096-BXERS,2025-06-05,50.35,support_contact
3806-YAZOV,2025-09-03,18.8,bill_pay
7998-ZLXWN,2024-09-08,20.45,balance_check
6253-WRFHY,2024-11-07,64.75,mobile_deposit
9133-AYJZG,2024-01-12,98.7,balance_check
2675-OTVVJ,2023-05-17,89.45,transfer
8680-CGLTP,2023-07-16,58.75,support_contact
8430-TWCBX,2021-11-23,20.7,bill_pay
5018-GWURO,2021-04-27,85.6,mobile_deposit
6741-QRLUP,2020-09-29,80.3,login
4737-HOBAX,2020-09-29,79.8,bill_pay
0537-QYZZN,2023-12-13,79.85,login
3340-QBBFM,2022-12-18,54.1,balance_check
1704-NRWYE,2025-03-07,80.85,transaction
2592-SEIFQ,2025-09-03,24.75,bill_pay
8200-KLNYW,2024-03-12,80.9,balance_check
3372-CDXFJ,2024-11-07,24.5,login
4781-ZXYGU,2025-11-02,20.15,transfer
7632-YUTXB,2023-11-13,20.05,transfer
2718-YSKCS,2020-02-02,19.6,transaction
9896-UYMIE,2020-07-01,114.3,bill_pay
0853-NWIFK,2022-03-23,100.3,bill_pay
8212-CRQXP,2024-02-11,80.0,bill_pay
6980-CDGFC,2020-06-01,20.85,balance_check
7691-XVTZH,2020-05-02,89.95,support_contact
2520-SGTTA,2025-12-02,20.0,support_contact
7481-ATQQS,2021-11-23,90.85,transaction
2277-VWCNI,2025-08-04,48.75,bill_pay
1088-CNNKB,2020-09-29,80.0,balance_check
8642-GVWRF,2025-10-03,79.7,transfer
